X,Y,Time
47.21873,39.70276,17:13:13
47.21833,39.70294,17:13:33
47.21792,39.70311,17:13:53
47.21772,39.7032,17:14:13
47.21752,39.70329,17:14:33
47.21735,39.70337,17:14:53
47.21719,39.70344,17:15:13
47.21705,39.7035,17:15:33
47.21691,39.70356,17:15:53
47.21697,39.70383,17:16:13
47.21703,39.70411,17:16:33
47.2171,39.70441,17:16:53
47.21716,39.70471,17:17:13
47.2172,39.70488,17:17:33
47.21724,39.70506,17:17:53
47.21728,39.70528,17:18:13
47.21733,39.70549,17:18:33
47.21739,39.70575,17:18:53
47.21745,39.70601,17:19:13
47.21752,39.70639,17:19:33
47.21759,39.70676,17:19:53
47.21763,39.70701,17:20:13
47.21768,39.70725,17:20:33
47.21773,39.70746,17:20:53
47.21777,39.70767,17:21:13
47.21781,39.70783,17:21:33
47.21784,39.708,17:21:53
47.21788,39.70817,17:22:13
47.21791,39.70835,17:22:33
47.21793,39.70843,17:22:53
47.21795,39.70851,17:23:13
47.21777,39.70859,17:23:33
47.21758,39.70866,17:23:53
47.21751,39.70869,17:24:13
47.21744,39.70872,17:24:33
47.21721,39.70882,17:24:53
47.21698,39.70892,17:25:13
47.21705,39.70925,17:25:33
47.21712,39.70958,17:25:53
47.21719,39.70992,17:26:13
47.21726,39.71027,17:26:33
47.21731,39.71053,17:26:53
47.21736,39.71079,17:27:13
47.21742,39.71114,17:27:33
47.21749,39.71149,17:27:53
47.21753,39.71171,17:28:13
47.21757,39.71193,17:28:33
47.21761,39.71213,17:28:53
47.21764,39.71233,17:29:13
47.21768,39.71255,17:29:33
47.21772,39.71276,17:29:53
47.21777,39.71305,17:30:13
47.21783,39.71333,17:30:33
47.21787,39.71354,17:30:53
47.21791,39.71375,17:31:13
47.21796,39.71398,17:31:33
47.21801,39.7142,17:31:53
47.21803,39.71436,17:32:13
47.21806,39.71452,17:32:33
47.21812,39.71484,17:32:53
47.21819,39.71516,17:33:13
47.21823,39.71533,17:33:33
47.21827,39.7155,17:33:53
47.21832,39.71577,17:34:13
47.21837,39.71603,17:34:33
47.21841,39.71621,17:34:53
47.21845,39.71639,17:35:13
47.21851,39.71662,17:35:33
47.21856,39.71686,17:35:53
47.21859,39.71701,17:36:13
47.21862,39.71716,17:36:33
47.21863,39.71721,17:36:53
47.21864,39.71726,17:37:13
47.21871,39.71722,17:37:33
47.21878,39.71719,17:37:53
47.21889,39.71713,17:38:13
47.21901,39.71708,17:38:33
47.21908,39.71704,17:38:53
47.21916,39.717,17:39:13
47.21922,39.71731,17:39:33
47.21929,39.71763,17:39:53
47.21938,39.71807,17:40:13
47.21946,39.71851,17:40:33
47.21952,39.71876,17:40:53
47.21957,39.71901,17:41:13
47.21961,39.71921,17:41:33
47.21965,39.71941,17:41:53
47.21969,39.71959,17:42:13
47.21973,39.71976,17:42:33
47.21947,39.71989,17:42:53
47.21921,39.72001,17:43:13
47.21895,39.72013,17:43:33
47.21868,39.72025,17:43:53
47.21851,39.72034,17:44:13
47.21833,39.72042,17:44:33
47.21816,39.7205,17:44:53
47.21799,39.72058,17:45:13
47.21786,39.72064,17:45:33
47.21774,39.72069,17:45:53
47.21754,39.7208,17:46:13
47.21734,39.7209,17:46:33
47.21718,39.72099,17:46:53
47.21702,39.72107,17:47:13
47.21679,39.72119,17:47:33
47.21656,39.72131,17:47:53
47.21632,39.72142,17:48:13
47.21607,39.72153,17:48:33
47.21583,39.72164,17:48:53
47.21558,39.72176,17:49:13
47.21545,39.72182,17:49:33
47.21531,39.72188,17:49:53
47.21505,39.72201,17:50:13
47.21479,39.72214,17:50:33
47.21452,39.72226,17:50:53
47.21425,39.72238,17:51:13
47.214,39.7225,17:51:33
47.21376,39.72262,17:51:53
47.21357,39.7227,17:52:13
47.21337,39.72279,17:52:33
47.21318,39.72288,17:52:53
47.21298,39.72297,17:53:13
47.21284,39.72304,17:53:33
47.2127,39.72311,17:53:53
47.21255,39.72318,17:54:13
47.2124,39.72325,17:54:33
47.21224,39.72332,17:54:53
47.21209,39.72338,17:55:13
47.21192,39.72347,17:55:33
47.21174,39.72355,17:55:53
47.2116,39.72361,17:56:13
47.21146,39.72367,17:56:33
47.21128,39.72376,17:56:53
47.2111,39.72385,17:57:13
47.21101,39.72389,17:57:33
47.21091,39.72392,17:57:53
47.21078,39.72398,17:58:13
47.21064,39.72404,17:58:33
47.21047,39.72412,17:58:53
47.21029,39.7242,17:59:13
47.21018,39.72425,17:59:33
47.21007,39.72429,17:59:53
47.20987,39.72438,18:00:13
47.20967,39.72446,18:00:33
47.20955,39.72451,18:00:53
47.20943,39.72456,18:01:13
47.20929,39.72461,18:01:33
47.20915,39.72467,18:01:53
47.20901,39.72473,18:02:13
47.20886,39.7248,18:02:33
47.20865,39.72488,18:02:53
47.20844,39.72497,18:03:13
47.20828,39.72504,18:03:33
47.20813,39.72511,18:03:53
47.20804,39.72515,18:04:13
47.20796,39.72518,18:04:33
47.20776,39.72528,18:04:54
47.20756,39.72537,18:05:14
47.20732,39.72548,18:05:35
47.20709,39.7256,18:05:56
47.20696,39.72566,18:06:16
47.20683,39.72572,18:06:37
47.20665,39.7258,18:06:58
47.20648,39.72588,18:07:18
47.20635,39.72595,18:07:39
47.20621,39.72601,18:08:00
47.2062,39.72602,18:08:21
47.20619,39.72602,18:08:41
47.20617,39.72595,18:09:02
47.20615,39.72588,18:09:23
47.20616,39.72581,18:09:44
47.20616,39.72574,18:10:05
47.20616,39.72571,18:10:27
47.20617,39.72567,18:10:49
47.20618,39.72561,18:11:11
47.20619,39.72555,18:11:31
47.20622,39.72551,18:11:53
47.20624,39.72547,18:12:13
47.20625,39.72545,18:12:35
47.20627,39.72542,18:12:55
