X,Y,Time
47.21874,39.70275,16:51:11
47.21866,39.70278,16:51:28
47.21858,39.70282,16:51:47
47.21852,39.70285,16:52:05
47.21846,39.70288,16:52:22
47.21838,39.70291,16:52:39
47.2183,39.70295,16:52:57
47.21824,39.70298,16:53:14
47.21817,39.703,16:53:33
47.21805,39.70306,16:53:50
47.21794,39.70311,16:54:09
47.21784,39.70315,16:54:27
47.21775,39.7032,16:54:46
47.21768,39.70322,16:55:03
47.2176,39.70325,16:55:20
47.21756,39.70327,16:55:40
47.21751,39.70329,16:56:00
47.21739,39.70335,16:56:17
47.21726,39.70341,16:56:35
47.21714,39.70347,16:56:55
47.21701,39.70353,16:57:12
47.21696,39.70355,16:57:29
47.21692,39.70358,16:57:49
47.21698,39.70388,16:58:07
47.21705,39.70418,16:58:24
47.21709,39.70437,16:58:43
47.21713,39.70457,16:59:01
47.21718,39.70481,16:59:21
47.21723,39.70505,16:59:40
47.21727,39.70526,16:59:59
47.21732,39.70546,17:00:17
47.21736,39.70565,17:00:37
47.2174,39.70583,17:00:56
47.21747,39.70618,17:01:13
47.21754,39.70653,17:01:30
47.21759,39.70677,17:01:50
47.21764,39.70701,17:02:09
47.21768,39.70722,17:02:28
47.21772,39.70742,17:02:48
47.21777,39.70766,17:03:08
47.21782,39.70791,17:03:28
47.21787,39.70816,17:03:47
47.21792,39.70841,17:04:06
47.21793,39.70846,17:04:24
47.21794,39.70851,17:04:41
47.21782,39.70856,17:04:59
47.2177,39.70861,17:05:18
47.21757,39.70866,17:05:38
47.21744,39.70872,17:05:56
47.21748,39.70892,17:06:13
47.21752,39.70913,17:06:33
47.21756,39.70934,17:06:53
47.2176,39.70955,17:07:13
47.21767,39.70986,17:07:33
47.21774,39.71017,17:07:50
47.21777,39.71037,17:08:07
47.21781,39.71057,17:08:27
47.21786,39.71083,17:08:44
47.21792,39.71109,17:09:02
47.21797,39.71132,17:09:21
47.21802,39.71155,17:09:41
47.21807,39.7118,17:10:00
47.21813,39.71206,17:10:20
47.21821,39.7125,17:10:37
47.2183,39.71294,17:10:56
47.21839,39.71337,17:11:15
47.21848,39.7138,17:11:34
47.21854,39.71405,17:11:52
47.21859,39.71429,17:12:12
47.2186,39.71433,17:12:30
47.2186,39.71437,17:12:48
47.21846,39.71444,17:13:08
47.21831,39.71451,17:13:26
47.21824,39.71455,17:13:43
47.21816,39.71458,17:14:00
47.21812,39.7146,17:14:17
47.21808,39.71461,17:14:37
47.21813,39.71489,17:14:56
47.21819,39.71516,17:15:16
47.21823,39.71534,17:15:34
47.21827,39.71551,17:15:53
47.21831,39.71572,17:16:10
47.21835,39.71593,17:16:29
47.21839,39.71612,17:16:46
47.21844,39.71632,17:17:03
47.2185,39.71659,17:17:21
47.21855,39.71686,17:17:38
47.2186,39.71705,17:17:58
47.21864,39.71724,17:18:18
47.21878,39.71717,17:18:37
47.21893,39.7171,17:18:56
47.21904,39.71705,17:19:15
47.21915,39.717,17:19:34
47.21919,39.71717,17:19:54
47.21922,39.71734,17:20:12
47.21927,39.71759,17:20:32
47.21933,39.71784,17:20:50
47.21936,39.71802,17:21:08
47.2194,39.7182,17:21:25
47.21944,39.71839,17:21:43
47.21948,39.71858,17:22:02
47.21952,39.71877,17:22:18
47.21956,39.71896,17:22:37
47.21963,39.71928,17:22:56
47.21969,39.7196,17:23:16
47.21971,39.71969,17:23:34
47.21973,39.71977,17:23:51
47.2195,39.71989,17:24:09
47.21926,39.72,17:24:26
47.21906,39.72009,17:24:43
47.21887,39.72018,17:25:01
47.21855,39.72033,17:25:17
47.21822,39.72048,17:25:35
47.21796,39.7206,17:25:52
47.21769,39.72071,17:26:12
47.21747,39.72084,17:26:28
47.21725,39.72096,17:26:44
47.21706,39.72107,17:27:00
47.21686,39.72117,17:27:18
47.21668,39.72125,17:27:37
47.21649,39.72134,17:27:56
47.21617,39.72149,17:28:13
47.21585,39.72164,17:28:31
47.2156,39.72176,17:28:47
47.21536,39.72187,17:29:06
47.21514,39.72197,17:29:22
47.21493,39.72207,17:29:40
47.21465,39.72219,17:29:59
47.21438,39.72232,17:30:15
47.21417,39.72243,17:30:31
47.21396,39.72253,17:30:47
47.21364,39.72267,17:31:05
47.21333,39.72281,17:31:22
47.21304,39.72295,17:31:42
47.21275,39.72309,17:32:00
47.21247,39.72322,17:32:16
47.21218,39.72336,17:32:34
47.21195,39.72347,17:32:52
47.21171,39.72358,17:33:08
47.21142,39.72371,17:33:25
47.21113,39.72384,17:33:40
47.21096,39.72391,17:33:58
47.2108,39.72399,17:34:18
47.21056,39.72409,17:34:38
47.21032,39.72419,17:34:54
47.20994,39.72435,17:35:13
47.20955,39.7245,17:35:29
47.20911,39.72469,17:35:46
47.20866,39.72488,17:36:02
47.20842,39.72498,17:36:19
47.20817,39.72508,17:36:36
47.20794,39.72519,17:36:56
47.20771,39.7253,17:37:16
47.20743,39.72544,17:37:32
47.20715,39.72558,17:37:46
47.20675,39.72577,17:38:04
47.20635,39.72596,17:38:17
47.20627,39.72599,17:38:31
47.20619,39.72602,17:38:45
47.20618,39.72598,17:39:01
47.20617,39.72594,17:39:20
47.20616,39.72591,17:39:33
47.20615,39.72588,17:39:49
47.20615,39.72578,17:40:00
47.20615,39.72568,17:40:14
47.20617,39.7256,17:40:28
47.20619,39.72552,17:40:44
47.20622,39.72548,17:40:57
47.20625,39.72545,17:41:11
