X,Y,Time
47.21873,39.70276,11:49:21
47.21858,39.70283,11:49:39
47.21843,39.7029,11:49:57
47.21818,39.703,11:50:17
47.21793,39.70311,11:50:35
47.21768,39.70322,11:50:52
47.21743,39.70334,11:51:11
47.21753,39.70384,11:51:31
47.21764,39.70434,11:51:50
47.2177,39.70464,11:52:08
47.21776,39.70493,11:52:27
47.21781,39.70517,11:52:45
47.21786,39.70541,11:53:03
47.2179,39.70561,11:53:23
47.21794,39.7058,11:53:43
47.21819,39.70569,11:54:02
47.21844,39.70557,11:54:19
47.21851,39.70593,11:54:36
47.21858,39.7063,11:54:54
47.21864,39.70656,11:55:14
47.2187,39.70682,11:55:32
47.21874,39.70703,11:55:49
47.21878,39.70723,11:56:09
47.21882,39.70744,11:56:29
47.21886,39.70765,11:56:48
47.21889,39.70779,11:57:08
47.21892,39.70793,11:57:25
47.21894,39.708,11:57:44
47.21895,39.70807,11:58:03
47.2187,39.70818,11:58:22
47.21845,39.70828,11:58:39
47.21853,39.70868,11:58:58
47.2186,39.70907,11:59:15
47.21867,39.70936,11:59:34
47.21873,39.70965,11:59:51
47.21879,39.70992,12:00:07
47.21884,39.7102,12:00:27
47.21889,39.71038,12:00:46
47.21893,39.71056,12:01:06
47.21896,39.71072,12:01:26
47.219,39.71089,12:01:45
47.21904,39.71109,12:02:01
47.21908,39.7113,12:02:21
47.21914,39.71158,12:02:41
47.2192,39.71186,12:03:00
47.21924,39.71209,12:03:20
47.21929,39.71231,12:03:39
47.21934,39.71253,12:03:57
47.21938,39.71275,12:04:13
47.21945,39.71306,12:04:33
47.21952,39.71337,12:04:51
47.21956,39.71354,12:05:08
47.21959,39.71372,12:05:26
47.21961,39.7138,12:05:42
47.21963,39.71388,12:06:00
47.21937,39.714,12:06:18
47.21912,39.71412,12:06:37
47.21902,39.71417,12:06:56
47.21892,39.71422,12:07:13
47.21876,39.71429,12:07:31
47.21861,39.71437,12:07:50
47.2187,39.71483,12:08:09
47.21879,39.71528,12:08:28
47.21884,39.71551,12:08:45
47.21889,39.71575,12:09:05
47.21894,39.71598,12:09:22
47.21899,39.71622,12:09:39
47.21904,39.71643,12:09:59
47.21908,39.71664,12:10:16
47.21918,39.71712,12:10:35
47.21927,39.71759,12:10:51
47.21933,39.71785,12:11:10
47.21939,39.71811,12:11:27
47.21944,39.71835,12:11:46
47.21948,39.71859,12:12:04
47.21953,39.71883,12:12:24
47.21958,39.71907,12:12:41
47.21963,39.71927,12:12:59
47.21967,39.71948,12:13:15
47.2197,39.71962,12:13:34
47.21973,39.71976,12:13:50
47.21947,39.71988,12:14:09
47.21922,39.72,12:14:25
47.21896,39.72013,12:14:41
47.2187,39.72025,12:15:00
47.21856,39.72032,12:15:17
47.21842,39.72039,12:15:37
47.21832,39.72043,12:15:55
47.21822,39.72048,12:16:14
47.21801,39.72058,12:16:33
47.21781,39.72067,12:16:51
47.21771,39.72071,12:17:07
47.21761,39.72076,12:17:24
47.2175,39.72082,12:17:44
47.2174,39.72088,12:17:59
47.21728,39.72094,12:18:16
47.21716,39.721,12:18:32
47.21707,39.72105,12:18:51
47.21699,39.72109,12:19:07
47.21686,39.72116,12:19:24
47.21673,39.72123,12:19:39
47.21656,39.7213,12:19:56
47.2164,39.72137,12:20:14
47.21629,39.72143,12:20:29
47.21618,39.72148,12:20:47
47.21604,39.72154,12:21:05
47.2159,39.7216,12:21:23
47.21578,39.72166,12:21:39
47.21566,39.72172,12:21:57
47.21556,39.72177,12:22:15
47.21546,39.72181,12:22:34
47.21532,39.72188,12:22:50
47.21519,39.72194,12:23:09
47.21504,39.72201,12:23:28
47.2149,39.72208,12:23:46
47.21476,39.72214,12:24:06
47.21461,39.72221,12:24:26
47.21447,39.72227,12:24:42
47.21433,39.72234,12:25:00
47.21416,39.72242,12:25:16
47.214,39.7225,12:25:35
47.21383,39.72257,12:25:51
47.21366,39.72265,12:26:11
47.21353,39.72272,12:26:26
47.21339,39.72279,12:26:42
47.21326,39.72285,12:27:02
47.21312,39.72291,12:27:21
47.21296,39.72298,12:27:40
47.2128,39.72306,12:27:58
47.2127,39.72311,12:28:14
47.2126,39.72315,12:28:32
47.21245,39.72322,12:28:48
47.21231,39.72329,12:29:07
47.2121,39.72339,12:29:24
47.21189,39.72349,12:29:39
47.21174,39.72356,12:29:54
47.21158,39.72363,12:30:14
47.21138,39.72372,12:30:34
47.21117,39.72381,12:30:49
47.21106,39.72387,12:31:03
47.21094,39.72393,12:31:20
47.21082,39.72398,12:31:37
47.2107,39.72403,12:31:56
47.2105,39.72411,12:32:11
47.21029,39.72419,12:32:26
47.21017,39.72425,12:32:45
47.21004,39.72431,12:33:03
47.2098,39.7244,12:33:18
47.20956,39.7245,12:33:35
47.2094,39.72457,12:33:52
47.20923,39.72464,12:34:06
47.20897,39.72475,12:34:23
47.20871,39.72486,12:34:39
47.20856,39.72493,12:34:55
47.2084,39.72499,12:35:14
47.2083,39.72503,12:35:27
47.2082,39.72508,12:35:43
47.20801,39.72517,12:35:57
47.20781,39.72525,12:36:13
47.20765,39.72533,12:36:26
47.20749,39.7254,12:36:46
47.20723,39.72552,12:36:58
47.20697,39.72565,12:37:18
47.20685,39.7257,12:37:31
47.20674,39.72576,12:37:45
47.20668,39.72579,12:38:03
47.20661,39.72582,12:38:18
47.20646,39.72589,12:38:33
47.20631,39.72596,12:38:53
47.20625,39.72599,12:39:08
47.20618,39.72602,12:39:28
47.20618,39.72598,12:39:47
47.20618,39.72595,12:40:07
